,State,Area_name,"Percent of adults with less than a high school diploma, 2016-20","Percent of adults with a high school diploma only, 2016-20","Percent of adults completing some college or associate's degree, 2016-20",Percent of adults with a bachelor's degree or higher 2016-20,PCTPOVALL_2020,Population 2020,Population 2021,Median_Household_Income_2020,Med_HH_Income_Percent_of_State_Total_2020,Unemployment_rate_2020,Average Precipitation,Average Temperature,rent
220,CA,Madera County,28.0,23.3,33.4,15.2,14.1,"156,255","159,410","68,744",82.8,11.2,1.08,57.4,11845.666666666666
221,CA,Marin County,6.4,10.3,23.2,60.2,6.0,"262,321","260,206","127,601",153.7,6.9,1.74,58.6,39628.066666666666
222,CA,Mariposa County,9.1,22.6,41.4,26.9,13.3,"17,131","17,147","56,887",68.5,11.2,1.56,56.9,11504.866666666667
223,CA,Mendocino County,13.3,26.3,36.4,24.0,14.3,"91,601","91,305","53,176",64.1,9.2,2.88,57.7,12716.866666666667
224,CA,Merced County,30.3,25.5,30.2,14.1,16.3,"281,202","286,461","58,998",71.1,12.6,0.52,63.4,9844.066666666668
225,CA,Modoc County,15.3,31.8,34.7,18.2,17.9,"8,700","8,661","46,838",56.4,8.9,1.25,47.2,7516.066666666667
226,CA,Mono County,11.8,21.9,34.1,32.1,9.0,"13,195","13,247","73,204",88.2,12.2,0.8,45.1,14701.666666666666
227,CA,Monterey County,27.0,20.1,26.7,26.2,11.6,"439,035","437,325","85,031",102.4,11.2,0.74,60.2,19158.466666666667
228,CA,Napa County,14.5,17.5,30.8,37.2,7.9,"138,019","136,207","92,149",111.0,9.0,1.5,61.5,21395.266666666666
229,CA,Nevada County,5.4,18.3,38.7,37.6,9.2,"102,241","103,487","74,158",89.3,8.2,2.75,54.3,14718.466666666667
230,CA,Orange County,14.0,17.2,27.6,41.2,9.0,"3,186,989","3,167,809","98,786",119.0,9.0,0.48,65.5,26250.466666666667
231,CA,Placer County,4.9,17.6,36.8,40.8,6.5,"404,739","412,300","100,662",121.3,7.5,2.49,55.7,15313.666666666666
232,CA,Plumas County,5.3,24.1,46.1,24.5,13.5,"19,790","19,915","58,489",70.5,11.1,2.36,49.1,9877.666666666666
233,CA,Riverside County,17.2,26.7,32.8,23.2,11.2,"2,418,185","2,458,395","76,409",92.1,10.2,0.41,68.7,15275.266666666666
234,CA,Sacramento County,12.1,22.1,34.4,31.4,12.5,"1,585,055","1,588,921","72,953",87.9,9.5,0.91,63.9,15313.666666666666
235,CA,San Benito County,18.1,25.8,36.0,20.1,7.9,"64,209","66,677","91,185",109.9,10.0,0.66,60.4,22782.466666666667
236,CA,San Bernardino County,19.3,26.4,32.9,21.4,14.3,"2,181,654","2,194,710","65,984",79.5,9.7,0.37,66.4,15275.266666666666
237,CA,San Diego County,12.0,18.2,30.4,39.5,9.5,"3,298,634","3,286,069","87,126",105.0,9.5,0.6,63.8,27325.666666666668
239,CA,San Joaquin County,19.9,28.4,32.5,19.2,13.9,"779,233","789,410","70,685",85.2,11.6,0.69,63.5,13374.466666666667
240,CA,San Luis Obispo County,8.2,19.9,35.8,36.1,10.6,"282,424","283,159","79,455",95.7,7.9,0.66,60.5,19880.866666666665
241,CA,San Mateo County,9.6,14.9,23.5,52.1,5.5,"764,442","737,888","132,369",159.5,7.0,1.34,58.9,39628.066666666666
242,CA,Santa Barbara County,18.2,16.9,29.9,35.0,10.5,"448,229","446,475","86,136",103.8,8.2,0.66,59.5,24719.266666666666
243,CA,Santa Clara County,11.3,14.0,21.3,53.5,6.6,"1,936,259","1,885,508","139,462",168.0,7.2,1.03,60.5,36678.46666666667
244,CA,Santa Cruz County,11.7,15.6,30.9,41.8,10.7,"270,861","267,792","93,015",112.1,9.8,1.43,59.2,30551.266666666666
245,CA,Shasta County,8.9,25.6,43.4,22.1,13.9,"182,155","182,139","59,108",71.2,9.0,2.5,56.5,11812.066666666668
246,CA,Sierra County,7.5,26.8,46.4,19.4,11.5,"3,236","3,283","59,422",71.6,8.3,2.6,49.0,15755.266666666666
247,CA,Siskiyou County,10.1,25.7,42.1,22.1,14.3,"44,076","44,118","49,441",59.6,10.1,2.61,49.9,9325.666666666666
248,CA,Solano County,11.3,23.6,38.0,27.1,9.3,"453,491","451,716","83,678",100.8,9.8,0.93,62.9,18606.466666666667
249,CA,Sonoma County,10.9,18.2,34.5,36.4,7.8,"488,863","485,887","87,366",105.3,8.1,2.14,59.6,24750.466666666667
250,CA,Stanislaus County,20.2,29.8,32.2,17.7,13.0,"552,878","552,999","64,501",77.7,11.1,0.63,63.1,12160.066666666668
251,CA,Sutter County,20.2,23.0,36.8,20.0,11.5,"99,633","99,063","65,791",79.3,11.4,1.02,64.1,10336.066666666668
252,CA,Tehama County,14.1,28.6,39.9,17.4,13.3,"65,829","65,498","61,571",74.2,9.2,2.13,60.4,8797.666666666666
253,CA,Trinity County,7.0,36.4,37.4,19.2,18.0,"16,112","16,060","45,113",54.4,8.3,3.49,53.7,9539.266666666666
254,CA,Tulare County,28.1,26.5,30.9,14.5,17.1,"473,117","477,054","62,058",74.8,13.6,0.88,55.2,10633.666666666666
255,CA,Tuolumne County,9.0,25.7,43.0,22.3,12.1,"55,620","55,810","63,336",76.3,10.7,2.06,52.1,11586.466666666667
256,CA,Ventura County,14.4,19.5,32.3,33.9,9.1,"843,843","839,784","90,961",109.6,8.8,0.61,58.8,22931.266666666666
257,CA,Yolo County,12.5,17.6,27.2,42.6,14.8,"216,403","216,986","80,668",97.2,7.8,0.94,63.6,16936.066666666666
258,CA,Yuba County,17.8,23.8,40.4,18.0,16.3,"81,575","83,421","56,278",67.8,10.7,1.98,62.2,10336.066666666668
260,CO,Adams County,15.3,29.0,30.6,25.2,9.4,"519,572","522,140","73,615",94.8,7.6,0.99,50.1,18877.666666666668
261,CO,Alamosa County,12.8,28.2,34.5,24.5,16.7,"16,376","16,547","50,390",64.9,6.1,0.84,44.2,8586.466666666667
262,CO,Arapahoe County,7.7,20.4,28.5,43.4,7.0,"655,070","654,900","82,381",106.0,7.5,1.02,49.8,18877.666666666668
263,CO,Archuleta County,5.9,21.2,33.2,39.7,9.4,"13,359","13,790","63,961",82.3,7.2,2.05,45.2,10703.266666666666
264,CO,Baca County,14.0,29.9,34.1,21.9,16.9,"3,506","3,514","42,531",54.7,2.3,1.0,54.6,7948.066666666667
265,CO,Bent County,11.6,49.4,23.9,15.1,26.6,"5,650","5,759","50,688",65.2,4.1,0.86,53.9,7607.266666666666
266,CO,Boulder County,4.5,11.3,21.2,63.0,9.5,"330,758","329,543","88,289",113.6,5.8,1.43,45.5,18839.266666666666
268,CO,Chaffee County,5.9,26.6,32.0,35.5,9.6,"19,476","20,074","64,220",82.7,6.0,1.31,40.0,9392.866666666667
269,CO,Cheyenne County,5.3,27.9,43.4,23.5,12.3,"1,748","1,707","56,383",72.6,2.3,0.86,52.1,6815.266666666666
270,CO,Clear Creek County,2.5,20.3,26.3,50.9,7.3,"9,397","9,446","79,422",102.2,8.2,1.85,38.5,18877.666666666668
271,CO,Conejos County,12.3,31.0,31.3,25.5,17.6,"7,461","7,612","39,822",51.3,5.4,1.39,41.8,6913.666666666667
272,CO,Costilla County,15.2,25.9,35.1,23.9,21.8,"3,499","3,625","35,639",45.9,6.9,1.31,43.1,7328.866666666667
273,CO,Crowley County,12.6,49.6,29.2,8.7,37.2,"5,922","6,012","36,836",47.4,5.3,0.68,52.1,7724.866666666667
274,CO,Custer County,3.6,22.2,40.1,34.1,12.2,"4,704","5,045","60,485",77.9,4.7,1.46,42.7,8346.466666666667
275,CO,Delta County,10.2,36.5,31.5,21.7,12.1,"31,196","31,661","53,553",68.9,6.3,1.64,46.9,9846.466666666667
277,CO,Dolores County,4.5,36.9,32.5,26.1,12.5,"2,326","2,397","50,821",65.4,6.5,2.11,43.9,7585.666666666667
278,CO,Douglas County,2.0,12.3,27.0,58.6,3.0,"357,978","368,990","122,290",157.4,5.4,1.2,48.1,18877.666666666668
279,CO,Eagle County,9.1,14.3,26.1,50.5,6.4,"55,731","55,727","94,309",121.4,9.0,1.75,40.9,16645.666666666668
280,CO,Elbert County,3.6,24.8,37.5,34.1,4.8,"26,062","27,128","107,139",137.9,4.4,0.94,48.5,18877.666666666668
281,CO,El Paso County,5.5,20.0,35.8,38.7,9.1,"730,395","737,867","72,459",93.3,6.9,0.89,48.7,13040.866666666667
282,CO,Fremont County,10.7,38.7,32.1,18.5,15.2,"48,939","49,661","52,414",67.5,7.4,0.95,46.7,8932.066666666668
283,CO,Garfield County,11.0,26.2,30.9,32.0,6.7,"61,685","62,161","79,958",102.9,6.5,1.93,44.0,14192.866666666667
284,CO,Gilpin County,5.7,15.2,34.8,44.3,6.6,"5,808","5,873","79,622",102.5,10.9,1.61,40.7,18877.666666666668
285,CO,Grand County,5.0,26.9,28.0,40.1,6.8,"15,717","15,860","74,484",95.9,8.0,1.66,38.8,12107.266666666666
286,CO,Gunnison County,2.4,17.7,22.5,57.5,9.6,"16,918","17,281","68,214",87.8,6.3,1.79,40.2,10854.466666666667
287,CO,Hinsdale County,4.1,16.4,35.8,43.7,7.2,788,781,"63,034",81.1,4.0,2.82,36.9,9421.666666666666
288,CO,Huerfano County,7.3,27.0,42.1,23.6,19.9,"6,820","6,920","49,502",63.7,9.0,1.15,47.7,7748.866666666667
289,CO,Jackson County,11.8,21.0,35.8,31.4,11.6,"1,379","1,363","55,430",71.3,4.0,1.76,37.7,9484.066666666668
290,CO,Jefferson County,5.2,19.9,28.5,46.4,6.1,"582,910","579,581","90,097",116.0,6.8,1.29,47.2,18877.666666666668
291,CO,Kiowa County,2.8,30.5,45.5,21.1,12.0,"1,446","1,452","49,179",63.3,2.3,0.82,53.1,10038.466666666667
292,CO,Kit Carson County,10.1,33.2,39.1,17.6,10.8,"7,087","6,950","54,642",70.3,2.7,0.91,51.7,8068.066666666667
293,CO,Lake County,11.3,23.0,25.4,40.3,10.6,"7,436","7,407","61,518",79.2,7.7,1.65,36.4,9952.066666666668
294,CO,La Plata County,4.0,21.0,30.9,44.0,10.0,"55,638","56,250","66,080",85.1,6.6,2.14,45.7,12414.466666666667
295,CO,Larimer County,3.8,18.6,29.9,47.7,9.9,"359,066","362,533","80,344",103.4,6.0,1.41,42.7,15863.266666666666
296,CO,Las Animas County,9.5,29.8,40.7,20.0,16.4,"14,555","14,633","46,281",59.6,7.0,1.01,51.7,9164.866666666667
297,CO,Lincoln County,10.0,55.0,22.4,12.6,15.6,"5,675","5,688","50,169",64.6,4.2,0.76,50.4,8783.266666666666
298,CO,Logan County,9.5,36.3,33.5,20.6,13.1,"21,528","21,487","55,717",71.7,4.4,0.97,50.3,8977.666666666666
299,CO,Mesa County,9.5,28.3,34.9,27.4,11.1,"155,703","157,335","64,141",82.6,7.1,1.61,47.4,9798.466666666667
300,CO,Mineral County,2.0,16.9,27.0,54.1,8.7,865,924,"58,004",74.7,5.6,2.82,38.1,10038.466666666667
301,CO,Moffat County,10.1,38.3,30.2,21.5,9.9,"13,292","13,185","63,128",81.3,5.8,1.49,44.2,9457.666666666666
302,CO,Montezuma County,9.5,30.8,30.6,29.2,12.9,"25,849","26,175","54,053",69.6,6.9,1.68,49.1,9037.666666666666
303,CO,Montrose County,11.1,32.3,32.1,24.6,10.4,"42,679","43,168","59,764",76.9,6.3,1.47,47.4,9402.466666666667
304,CO,Morgan County,20.6,31.0,31.1,17.3,10.5,"29,111","29,008","63,297",81.5,5.1,0.86,49.6,8377.666666666666
305,CO,Otero County,10.9,31.7,36.9,20.5,17.6,"18,690","18,594","46,235",59.5,5.8,0.85,53.4,8329.666666666666
306,CO,Ouray County,1.5,13.5,35.9,49.1,6.7,"4,874","5,035","74,492",95.9,7.7,1.87,41.9,13787.266666666666
307,CO,Park County,2.3,26.7,38.5,32.6,7.8,"17,390","17,720","77,598",99.9,5.5,1.18,40.1,18877.666666666668
308,CO,Phillips County,12.3,30.3,32.0,25.5,10.2,"4,530","4,512","57,385",73.9,2.6,1.02,50.5,7566.466666666666
309,CO,Pitkin County,3.6,14.0,21.2,61.2,6.4,"17,358","17,348","93,634",120.5,9.9,2.11,39.3,20339.266666666666
310,CO,Prowers County,19.3,25.3,36.8,18.6,16.2,"11,999","11,996","47,463",61.1,4.2,0.94,54.5,7612.066666666667
311,CO,Pueblo County,9.7,29.7,37.8,22.9,14.1,"168,162","169,622","50,885",65.5,7.8,0.83,52.4,9817.666666666666
312,CO,Rio Blanco County,8.1,30.9,36.2,24.8,9.8,"6,529","6,476","64,039",82.4,5.2,1.72,44.6,8920.066666666668
313,CO,Rio Grande County,12.4,29.7,31.9,26.0,13.3,"11,539","11,408","51,416",66.2,6.8,1.22,41.3,7664.866666666667
314,CO,Routt County,4.6,17.4,28.7,49.3,6.3,"24,829","25,091","82,330",106.0,7.5,2.06,40.7,15460.066666666668
315,CO,Saguache County,14.2,31.4,32.0,22.4,18.6,"6,368","6,471","56,012",72.1,6.7,1.39,41.3,7316.866666666667
316,CO,San Juan County,4.2,30.9,31.5,33.5,11.3,705,733,"54,387",70.0,6.4,3.62,35.4,12635.266666666666
317,CO,San Miguel County,3.1,19.3,21.0,56.6,7.6,"8,072","8,074","77,099",99.2,10.3,1.7,45.1,17526.466666666667
318,CO,Sedgwick County,10.6,26.2,42.6,20.6,13.2,"2,404","2,336","43,354",55.8,3.4,1.02,50.6,7002.466666666666
319,CO,Summit County,6.8,15.0,24.7,53.6,6.1,"31,055","30,941","91,079",117.2,9.3,1.89,37.2,17226.466666666667
320,CO,Teller County,3.3,24.5,36.7,35.5,7.3,"24,710","24,926","62,845",80.9,7.1,1.18,42.0,12875.266666666666
321,CO,Washington County,7.8,31.8,39.5,21.0,11.8,"4,817","4,861","59,174",76.2,3.0,0.92,50.4,7480.066666666667
322,CO,Weld County,12.6,27.2,32.6,27.6,8.9,"328,981","340,036","77,937",100.3,6.6,0.92,48.8,12052.066666666668
323,CO,Yuma County,13.6,30.1,35.7,20.6,11.5,"9,988","9,941","82,124",105.7,2.7,0.99,51.4,7432.066666666667
334,DE,Kent County,12.0,33.3,30.1,24.5,13.0,"181,851","184,149","61,538",86.3,8.3,3.07,56.1,12680.866666666667
335,DE,New Castle County,7.9,30.4,25.1,36.7,10.1,"570,719","571,708","75,145",105.3,7.5,3.05,55.5,13621.666666666666
336,DE,Sussex County,11.0,30.8,28.8,29.4,11.0,"237,378","247,527","69,829",97.9,7.2,3.21,57.0,12541.666666666666
354,FL,Alachua County,7.2,20.2,28.5,44.1,17.2,"278,468","279,238","51,995",84.2,5.8,3.12,70.5,10439.266666666666
355,FL,Baker County,15.1,41.8,28.8,14.4,12.8,"28,259","28,715","61,514",99.7,5.4,3.3,68.8,8180.866666666667
356,FL,Bay County,9.1,29.5,37.0,24.5,12.4,"175,216","179,168","61,332",99.4,6.4,3.09,68.9,11944.066666666668
357,FL,Bradford County,21.1,41.5,27.2,10.3,17.5,"28,303","28,540","48,260",78.2,6.5,3.56,69.9,7696.066666666667
358,FL,Brevard County,7.8,26.7,34.6,30.9,9.9,"606,612","616,628","65,871",106.7,7.2,5.0,74.7,11792.866666666667
359,FL,Broward County,10.6,27.0,29.2,33.1,11.0,"1,944,375","1,930,983","63,901",103.5,9.6,6.76,76.8,18510.466666666667
360,FL,Calhoun County,22.1,42.3,26.5,9.1,20.3,"13,648","13,641","43,994",71.3,5.6,2.88,68.0,7554.466666666666
361,FL,Charlotte County,9.2,33.4,33.5,23.8,9.8,"186,847","194,843","58,368",94.6,7.9,3.67,75.4,11718.466666666667
362,FL,Citrus County,10.5,38.0,32.6,18.9,12.6,"153,843","158,083","48,574",78.7,9.1,2.84,72.1,9779.266666666666
363,FL,Clay County,7.9,29.7,36.2,26.2,8.9,"218,245","222,361","72,520",117.5,5.8,4.1,70.4,11368.066666666668
364,FL,Collier County,11.8,26.2,26.1,35.9,10.1,"375,752","385,980","81,895",132.7,7.5,4.56,76.9,15937.666666666666
365,FL,Columbia County,15.0,36.4,33.7,14.9,15.6,"69,698","70,385","46,670",75.6,6.4,3.02,69.0,8485.666666666666
366,FL,DeSoto County,25.6,43.7,18.5,12.2,20.8,"33,976","34,408","45,807",74.2,5.6,3.51,74.6,7914.466666666666
367,FL,Dixie County,20.4,48.0,22.1,9.5,23.2,"16,759","17,102","41,450",67.2,6.0,2.96,70.1,7103.266666666666
368,FL,Duval County,9.9,28.1,31.3,30.7,15.2,"995,567","999,935","55,202",89.4,7.4,4.32,70.1,11368.066666666668
369,FL,Escambia County,9.6,26.8,36.3,27.2,13.5,"321,905","322,390","57,089",92.5,7.3,3.54,68.2,11492.866666666667
370,FL,Flagler County,8.5,32.6,33.3,25.6,9.4,"115,378","120,932","67,054",108.6,8.1,4.28,71.9,13060.066666666668
371,FL,Franklin County,18.9,36.1,24.5,20.4,19.1,"12,451","12,572","47,206",76.5,5.8,3.04,69.5,9047.266666666666
372,FL,Gadsden County,18.6,36.5,26.8,18.2,21.9,"43,826","43,714","42,698",69.2,7.5,2.69,68.0,10664.866666666667
373,FL,Gilchrist County,13.4,44.0,30.3,12.3,14.5,"17,864","18,360","52,000",84.2,5.3,2.93,69.9,10439.266666666666
374,FL,Glades County,28.1,35.8,24.7,11.5,18.1,"12,126","12,234","45,328",73.4,6.2,3.96,75.3,7753.666666666667
375,FL,Gulf County,14.6,32.7,29.5,23.2,15.1,"14,192","14,363","51,593",83.6,6.3,3.07,68.8,10086.466666666667
376,FL,Hamilton County,24.8,46.4,20.6,8.2,24.2,"14,004","13,993","41,871",67.8,8.4,2.71,68.2,7247.266666666666
377,FL,Hardee County,23.8,48.4,18.6,9.1,21.2,"25,327","25,425","46,264",75.0,7.0,3.25,74.0,7751.266666666666
378,FL,Hendry County,30.9,33.6,27.3,8.2,22.9,"39,619","40,313","45,652",74.0,9.0,4.24,76.0,8315.266666666666
379,FL,Hernando County,11.6,33.8,35.5,19.1,12.5,"194,515","200,638","52,108",84.4,8.6,2.84,72.5,13264.066666666668
380,FL,Highlands County,14.7,37.2,30.6,17.5,16.1,"101,235","103,296","48,922",79.3,8.4,3.72,74.5,8824.066666666668
381,FL,Hillsborough County,11.1,27.1,27.3,34.5,11.9,"1,459,762","1,478,194","65,272",105.7,7.7,2.93,73.8,13264.066666666668
382,FL,Holmes County,19.7,44.0,26.4,9.9,20.5,"19,653","19,784","41,969",68.0,6.0,2.86,67.3,7393.666666666667
383,FL,Indian River County,9.9,28.8,30.7,30.6,8.7,"159,788","163,662","72,934",118.2,8.0,5.8,74.6,11252.866666666667
384,FL,Jackson County,17.8,38.3,31.0,12.9,19.5,"47,319","47,694","44,108",71.5,5.9,2.61,67.9,7148.866666666667
385,FL,Jefferson County,17.4,34.5,24.8,23.3,17.2,"14,510","14,555","54,354",88.1,6.1,2.72,68.5,10664.866666666667
386,FL,Lafayette County,26.8,41.9,21.9,9.3,20.7,"8,226","8,382","41,635",67.5,4.7,2.91,69.2,7876.066666666667
387,FL,Lake County,10.0,32.1,33.5,24.4,9.2,"383,956","395,804","58,501",94.8,9.4,3.22,72.6,14171.266666666666
388,FL,Lee County,10.7,31.2,29.6,28.5,10.5,"760,822","787,976","66,140",107.2,7.9,3.87,76.2,11711.266666666666
389,FL,Leon County,6.6,19.1,27.7,46.6,17.6,"292,198","292,817","61,403",99.5,6.3,2.78,68.3,10664.866666666667
390,FL,Levy County,13.8,41.4,30.7,14.1,16.9,"42,915","44,158","41,894",67.9,6.6,2.87,70.9,7194.466666666666
391,FL,Liberty County,20.4,45.0,21.0,13.6,21.2,"7,974","7,900","46,734",75.7,5.2,2.92,68.3,7067.266666666666
392,FL,Madison County,20.1,37.0,29.1,13.8,23.8,"17,968","18,288","41,650",67.5,6.7,2.64,68.2,7134.466666666666
393,FL,Manatee County,10.6,29.9,29.3,30.2,10.9,"399,710","412,703","63,328",102.6,7.3,3.2,74.3,14154.466666666667
394,FL,Marion County,12.0,36.5,30.8,20.7,15.3,"375,908","385,915","48,553",78.7,7.6,3.1,71.4,9472.066666666668
395,FL,Martin County,8.6,25.6,32.4,33.5,11.1,"158,431","159,942","72,736",117.8,6.6,6.07,75.8,13216.066666666668
396,FL,Miami-Dade County,18.2,26.8,24.4,30.7,15.0,"2,701,767","2,662,777","59,259",96.0,7.4,6.73,77.2,17780.866666666665
397,FL,Monroe County,8.1,27.6,29.0,35.3,10.2,"82,874","82,170","68,584",111.1,8.4,5.59,77.8,20408.866666666665
398,FL,Nassau County,8.9,31.9,28.8,30.5,8.1,"90,352","94,189","75,123",121.7,6.1,3.86,69.1,11368.066666666668
399,FL,Okaloosa County,7.4,25.1,35.3,32.2,9.6,"211,668","213,255","65,977",106.9,5.9,3.38,67.8,12126.466666666667
400,FL,Okeechobee County,20.2,38.8,26.7,14.3,17.7,"39,644","40,266","48,028",77.8,5.9,4.68,74.7,8262.466666666667
401,FL,Orange County,11.3,24.1,29.1,35.4,12.7,"1,429,908","1,422,746","69,074",111.9,11.5,3.67,73.8,14171.266666666666
402,FL,Osceola County,13.9,29.4,33.6,23.2,11.8,"388,656","403,282","63,018",102.1,14.4,4.03,74.3,14171.266666666666
403,FL,Palm Beach County,11.2,24.0,27.7,37.1,12.0,"1,492,191","1,497,987","68,200",110.5,8.2,6.2,76.3,17574.466666666667
404,FL,Pasco County,10.1,34.0,31.3,24.6,11.4,"561,891","584,067","52,332",84.8,7.7,2.85,72.9,13264.066666666668
405,FL,Pinellas County,8.4,27.2,31.9,32.5,11.1,"959,107","956,615","61,532",99.7,7.7,2.96,74.7,13264.066666666668
406,FL,Polk County,14.6,33.7,31.1,20.6,14.4,"725,046","753,520","54,591",88.4,9.8,3.16,73.9,10532.866666666667
407,FL,Putnam County,17.4,42.2,26.8,13.6,24.3,"73,321","74,167","36,527",59.2,8.7,3.94,71.3,7172.866666666667
408,FL,St. Johns County,5.2,21.9,28.4,44.5,8.1,"273,425","292,466","94,343",152.8,5.6,4.62,71.4,11368.066666666668
409,FL,St. Lucie County,12.7,32.2,32.6,22.5,13.8,"329,226","343,579","59,023",95.6,8.3,6.09,75.4,13216.066666666668
410,FL,Santa Rosa County,8.5,27.2,37.1,27.3,9.4,"188,000","193,998","71,583",116.0,5.6,3.51,68.1,11492.866666666667
411,FL,Sarasota County,6.8,27.7,29.1,36.4,8.7,"434,006","447,057","66,138",107.2,7.4,3.52,74.9,14154.466666666667
412,FL,Seminole County,5.6,20.5,32.9,41.0,8.0,"470,856","470,093","71,930",116.5,7.8,3.98,73.6,14171.266666666666
413,FL,Sumter County,7.8,30.5,29.7,32.0,12.3,"129,752","135,638","60,278",97.7,8.5,2.84,72.2,8900.866666666667
414,FL,Suwannee County,17.5,41.2,25.6,15.7,17.7,"43,474","44,485","46,264",75.0,6.2,2.87,68.9,7849.666666666667
415,FL,Taylor County,18.9,46.6,23.7,10.8,19.3,"21,796","21,815","45,527",73.8,6.9,2.86,69.3,7364.866666666667
416,FL,Union County,23.7,37.3,28.5,10.5,20.7,"16,147","16,335","49,313",79.9,5.1,3.25,69.5,7525.666666666667
417,FL,Volusia County,9.2,31.5,34.8,24.4,11.6,"553,543","564,412","55,463",89.9,8.2,4.35,72.8,12551.266666666666
418,FL,Wakulla County,12.1,34.9,34.3,18.6,10.3,"33,764","34,690","64,671",104.8,4.8,2.94,69.1,9952.066666666668
419,FL,Walton County,10.7,28.9,30.4,30.0,11.4,"75,305","80,069","74,108",120.1,6.3,3.21,67.7,9745.666666666666
420,FL,Washington County,17.9,42.6,27.4,12.1,20.4,"25,318","25,436","44,661",72.4,6.3,2.91,67.8,7681.666666666667
422,GA,Appling County,22.8,37.5,30.2,9.5,19.9,"18,444","18,488","44,871",71.5,4.7,2.57,66.8,7204.066666666667
423,GA,Atkinson County,32.3,34.2,21.3,12.2,21.6,"8,286","8,391","39,633",63.1,3.9,2.4,66.9,6836.866666666667
424,GA,Bacon County,17.6,44.7,28.4,9.3,21.1,"11,140","11,079","41,756",66.5,4.6,2.54,66.9,7060.066666666667
425,GA,Baker County,16.8,35.4,26.4,21.4,23.7,"2,876","2,819","43,696",69.6,6.0,2.28,67.1,6882.466666666666
426,GA,Baldwin County,13.5,32.6,29.6,24.3,22.6,"43,799","43,781","49,350",78.6,6.9,2.52,63.9,7352.866666666667
427,GA,Banks County,24.9,33.6,25.8,15.8,11.6,"18,035","18,562","62,836",100.1,4.3,3.47,60.9,7016.866666666667
428,GA,Barrow County,13.5,34.2,32.1,20.2,10.1,"83,505","86,658","64,460",102.6,5.0,3.21,61.1,13014.466666666667
429,GA,Bartow County,13.8,35.8,30.6,19.8,10.2,"108,901","110,843","64,980",103.5,6.2,2.96,60.8,13014.466666666667
430,GA,Ben Hill County,16.4,46.1,26.5,11.0,22.3,"17,194","17,158","39,305",62.6,6.8,2.38,66.0,6803.266666666666
431,GA,Berrien County,20.4,40.6,25.8,13.2,18.9,"18,160","18,147","45,094",71.8,5.7,2.32,66.7,7120.066666666667
432,GA,Bibb County,13.6,31.0,30.1,25.3,28.0,"157,346","156,762","44,467",70.8,7.5,2.45,64.1,8639.266666666666
433,GA,Bleckley County,10.4,38.5,33.1,17.9,18.5,"12,583","12,607","51,448",81.9,6.5,2.37,65.2,6736.066666666667
434,GA,Brantley County,19.5,45.6,28.0,6.9,17.8,"18,021","18,101","39,256",62.5,5.3,3.05,67.4,8507.266666666666
435,GA,Brooks County,16.1,33.8,33.6,16.5,20.6,"16,301","16,270","42,973",68.4,5.2,2.41,67.4,7693.666666666667
436,GA,Bryan County,7.2,25.9,33.9,33.0,8.0,"44,738","46,938","81,890",130.4,5.1,2.72,67.2,11629.666666666666
437,GA,Bulloch County,11.8,28.6,31.9,27.6,20.7,"81,099","82,442","48,629",77.4,6.5,2.54,65.9,8044.066666666667
438,GA,Burke County,18.6,36.4,30.5,14.5,20.0,"24,596","24,310","44,870",71.4,7.1,2.66,64.1,9707.266666666666
439,GA,Butts County,19.9,41.3,27.7,11.1,20.8,"25,434","25,781","52,720",83.9,6.1,2.71,62.6,10165.666666666666
440,GA,Calhoun County,24.5,37.0,26.7,11.8,34.4,"5,573","5,509","37,984",60.5,5.1,2.29,66.6,6716.866666666667
441,GA,Camden County,8.2,31.9,37.3,22.5,9.4,"54,768","55,664","67,525",107.5,4.8,3.71,68.7,9985.666666666666
442,GA,Candler County,21.6,40.8,26.3,11.4,20.1,"10,981","11,037","42,583",67.8,4.4,2.49,65.7,6920.866666666667
443,GA,Carroll County,15.0,33.4,29.6,22.1,16.8,"119,148","121,968","64,554",102.8,6.3,2.86,60.6,13014.466666666667
444,GA,Catoosa County,11.1,32.5,33.3,23.0,10.1,"67,872","68,397","61,906",98.6,4.4,3.18,60.0,9352.066666666668
445,GA,Charlton County,19.8,42.0,25.4,12.8,25.5,"12,518","12,766","46,061",73.3,3.8,3.12,68.1,6805.666666666667
446,GA,Chatham County,9.9,24.1,31.6,34.4,15.6,"295,291","296,329","56,357",89.7,7.6,2.87,67.6,11629.666666666666
447,GA,Chattahoochee County,5.8,30.9,36.3,27.0,15.6,"9,565","9,048","51,811",82.5,6.3,2.21,65.0,10062.466666666667
448,GA,Chattooga County,27.7,38.3,24.2,9.7,18.8,"24,965","24,932","44,399",70.7,8.3,3.25,60.7,7016.866666666667
449,GA,Cherokee County,7.9,23.4,31.8,36.9,6.7,"266,620","274,615","90,675",144.4,4.8,3.17,60.2,13014.466666666667
450,GA,Clarke County,10.5,19.9,24.2,45.4,24.6,"128,671","128,711","46,693",74.4,6.4,3.09,61.5,8804.866666666667
451,GA,Clay County,17.1,34.2,31.9,16.9,24.1,"2,848","2,882","35,937",57.2,12.2,2.28,66.3,6896.866666666667
452,GA,Clayton County,15.1,33.4,32.3,19.1,16.8,"297,595","297,100","49,370",78.6,10.3,2.82,62.0,13014.466666666667
