,State,Area_name,Latitude,Longitude
2261,PA,Clearfield,+41.000249°,–78.473749°
2262,PA,Clinton,+41.245301°,–77.649141°
2263,PA,Columbia,+41.045517°,–76.404260°
2264,PA,Crawford,+41.686840°,–80.107811°
2265,PA,Cumberland,+40.164782°,–77.263440°
2266,PA,Dauphin,+40.412565°,–76.792634°
2267,PA,Delaware,+39.916670°,–75.398786°
2268,PA,Elk,+41.427334°,–78.653938°
2269,PA,Erie,+42.117952°,–80.096386°
2270,PA,Fayette,+39.914115°,–79.644586°
2271,PA,Forest,+41.513304°,–79.249705°
2272,PA,Franklin,+39.926686°,–77.724485°
2273,PA,Fulton,+39.910751°,–78.122617°
2274,PA,Greene,+39.848983°,–80.225694°
2275,PA,Huntingdon,+40.422321°,–77.968584°
2276,PA,Indiana,+40.651432°,–79.087545°
2277,PA,Jefferson,+41.130287°,–78.999044°
2278,PA,Juniata,+40.530673°,–77.400438°
2279,PA,Lackawanna,+41.440250°,–75.609587°
2280,PA,Lancaster,+40.041992°,–76.250198°
2281,PA,Lawrence,+40.992735°,–80.334446°
2282,PA,Lebanon,+40.367344°,–76.458009°
2283,PA,Lehigh,+40.614241°,–75.590627°
2284,PA,Luzerne,+41.172787°,–75.976035°
2285,PA,Lycoming,+41.343624°,–77.055253°
2286,PA,McKean,+41.814590°,–78.572463°
2287,PA,Mercer,+41.300014°,–80.252786°
2288,PA,Mifflin,+40.611890°,–77.620661°
2289,PA,Monroe,+41.056233°,–75.329037°
2290,PA,Montgomery,+40.209999°,–75.370201°
2291,PA,Montour,+41.029261°,–76.665259°
2292,PA,Northampton,+40.752791°,–75.307447°
2293,PA,Northumberland,+40.851524°,–76.709877°
2294,PA,Perry,+40.397780°,–77.266328°
2295,PA,Philadelphia,+40.009376°,–75.133346°
2296,PA,Pike,+41.325949°,–75.031514°
2297,PA,Potter,+41.748222°,–77.894735°
2298,PA,Schuylkill,+40.703690°,–76.217800°
2299,PA,Snyder,+40.755348°,–77.072954°
2300,PA,Somerset,+39.981297°,–79.028486°
2301,PA,Sullivan,+41.439790°,–76.511525°
2302,PA,Susquehanna,+41.819665°,–75.800969°
2303,PA,Tioga,+41.766859°,–77.257288°
2304,PA,Union,+40.962179°,–77.055475°
2305,PA,Venango,+41.401980°,–79.754418°
2306,PA,Warren,+41.843669°,–79.313173°
2307,PA,Washington,+40.200005°,–80.252132°
2308,PA,Wayne,+41.646589°,–75.292485°
2309,PA,Westmoreland,+40.311068°,–79.466688°
2310,PA,Wyoming,+41.525137°,–76.008780°
2311,PA,York,+39.921839°,–76.728446°
2312,RI,Bristol [6],+41.705271°,–71.285053°
2313,RI,Kent [6],+41.677750°,–71.576314°
2314,RI,Newport [6],+41.502732°,–71.284063°
2315,RI,Providence [6],+41.870488°,–71.578242°
2316,RI,Washington [6],+41.401162°,–71.617612°
2317,SC,Abbeville,+34.213809°,–82.460460°
2318,SC,Aiken,+33.549317°,–81.633870°
2319,SC,Allendale,+32.979784°,–81.363421°
2320,SC,Anderson,+34.519549°,–82.638086°
2321,SC,Bamberg,+33.203021°,–81.053161°
2322,SC,Barnwell,+33.260680°,–81.433753°
2323,SC,Beaufort,+32.358147°,–80.689320°
2324,SC,Berkeley,+33.207700°,–79.953655°
2325,SC,Calhoun,+33.674780°,–80.780347°
2326,SC,Charleston,+32.800458°,–79.942480°
2327,SC,Cherokee,+35.049796°,–81.607647°
2328,SC,Chester,+34.689345°,–81.161249°
2329,SC,Chesterfield,+34.637018°,–80.159227°
2330,SC,Clarendon,+33.664682°,–80.217889°
2331,SC,Colleton,+32.834980°,–80.655345°
2332,SC,Darlington,+34.332185°,–79.962116°
2333,SC,Dillon,+34.390172°,–79.374964°
2334,SC,Dorchester,+33.082186°,–80.404697°
2335,SC,Edgefield,+33.776498°,–81.968245°
2336,SC,Fairfield,+34.395669°,–81.127001°
2337,SC,Florence,+34.028535°,–79.710233°
2338,SC,Georgetown,+33.417530°,–79.300812°
2339,SC,Greenville,+34.892645°,–82.372077°
2340,SC,Greenwood,+34.155796°,–82.127876°
2341,SC,Hampton,+32.778323°,–81.143362°
2342,SC,Horry,+33.909269°,–78.976675°
2343,SC,Jasper,+32.430590°,–81.021627°
2344,SC,Kershaw,+34.338356°,–80.590885°
2345,SC,Lancaster,+34.686818°,–80.703689°
2346,SC,Laurens,+34.483477°,–82.005657°
2347,SC,Lee,+34.158640°,–80.251209°
2348,SC,Lexington,+33.892554°,–81.272853°
2349,SC,McCormick,+33.897605°,–82.316192°
2350,SC,Marion,+34.080701°,–79.362131°
2351,SC,Marlboro,+34.601805°,–79.677942°
2352,SC,Newberry,+34.289730°,–81.600053°
2353,SC,Oconee,+34.748759°,–83.061522°
2354,SC,Orangeburg,+33.436135°,–80.802913°
2355,SC,Pickens,+34.887362°,–82.725368°
2356,SC,Richland,+34.029783°,–80.896566°
2357,SC,Saluda,+34.005278°,–81.727903°
2358,SC,Spartanburg,+34.933239°,–81.991053°
2359,SC,Sumter,+33.916046°,–80.382472°
2360,SC,Union,+34.690514°,–81.615831°
2361,SC,Williamsburg,+33.626463°,–79.716475°
2362,SC,York,+34.970190°,–81.183189°
2363,SD,Aurora,+43.724719°,–98.577587°
2364,SD,Beadle,+44.418265°,–98.279422°
2365,SD,Bennett,+43.184826°,–101.676426°
2366,SD,Bon Homme,+42.986031°,–97.885613°
2367,SD,Brookings,+44.376675°,–96.797797°
2368,SD,Brown,+45.589254°,–98.352175°
2369,SD,Brule,+43.729880°,–99.092941°
2370,SD,Buffalo,+44.044306°,–99.203998°
2371,SD,Butte,+44.896435°,–103.501762°
2372,SD,Campbell,+45.782241°,–100.027951°
2373,SD,Charles Mix,+43.206185°,–98.595143°
2374,SD,Clark,+44.855211°,–97.724912°
2375,SD,Clay,+42.912997°,–96.979795°
2376,SD,Codington,+44.966324°,–97.198843°
2377,SD,Corson,+45.698340°,–101.176017°
2378,SD,Custer,+43.684943°,–103.462250°
2379,SD,Davison,+43.680439°,–98.155868°
2380,SD,Day,+45.362283°,–97.593734°
2381,SD,Deuel,+44.756290°,–96.690239°
2382,SD,Dewey,+45.150005°,–100.852218°
2383,SD,Douglas,+43.391506°,–98.358433°
2384,SD,Edmunds,+45.411680°,–99.205362°
2385,SD,Fall River,+43.221504°,–103.512102°
2386,SD,Faulk,+45.065476°,–99.153564°
2387,SD,Grant,+45.172637°,–96.772261°
2388,SD,Gregory,+43.179094°,–99.202158°
2389,SD,Haakon,+44.284312°,–101.591790°
2390,SD,Hamlin,+44.680619°,–97.178598°
2391,SD,Hand,+44.546713°,–99.004575°
2392,SD,Hanson,+43.680612°,–97.796845°
2393,SD,Harding,+45.596612°,–103.473867°
2394,SD,Hughes,+44.392258°,–99.985846°
2395,SD,Hutchinson,+43.336710°,–97.749383°
2396,SD,Hyde,+44.537301°,–99.492148°
2397,SD,Jackson,+43.677294°,–101.626455°
2398,SD,Jerauld,+44.063416°,–98.623188°
2399,SD,Jones,+43.951990°,–100.686139°
2400,SD,Kingsbury,+44.362969°,–97.499313°
2401,SD,Lake,+44.028450°,–97.123223°
2402,SD,Lawrence,+44.353669°,–103.796528°
2403,SD,Lincoln,+43.279420°,–96.722286°
2404,SD,Lyman,+43.894812°,–99.841925°
2405,SD,McCook,+43.678924°,–97.362036°
2406,SD,McPherson,+45.784249°,–99.211421°
2407,SD,Marshall,+45.737054°,–97.580884°
2408,SD,Meade,+44.606792°,–102.715864°
2409,SD,Mellette,+43.584930°,–100.760598°
2410,SD,Miner,+44.017327°,–97.609790°
2411,SD,Minnehaha,+43.667472°,–96.795726°
2412,SD,Moody,+44.012429°,–96.676054°
2418,SD,Oglala Lakota [11],+43.341937°,–102.559480°
2413,SD,Pennington,+44.002349°,–102.823802°
2414,SD,Perkins,+45.483387°,–102.467995°
2415,SD,Potter,+45.064276°,–99.949631°
2416,SD,Roberts,+45.623397°,–96.947551°
2417,SD,Sanborn,+44.021032°,–98.092105°
2419,SD,Spink,+44.931034°,–98.339644°
2420,SD,Stanley,+44.415547°,–100.749163°
2421,SD,Sully,+44.722325°,–100.131399°
2422,SD,Todd [12],+43.208172°,–100.717204°
2423,SD,Tripp,+43.349729°,–99.876219°
2424,SD,Turner,+43.308670°,–97.150185°
2425,SD,Union,+42.831106°,–96.650829°
2426,SD,Walworth,+45.427605°,–100.027856°
2427,SD,Yankton,+43.006607°,–97.388339°
2428,SD,Ziebach,+44.981666°,–101.669225°
2429,TN,Anderson,+36.116731°,–84.195418°
2430,TN,Bedford,+35.513660°,–86.458294°
2431,TN,Benton,+36.069253°,–88.071212°
2432,TN,Bledsoe,+35.593668°,–85.205979°
2433,TN,Blount,+35.688185°,–83.922973°
2434,TN,Bradley,+35.153914°,–84.859414°
2435,TN,Campbell,+36.401592°,–84.159250°
2436,TN,Cannon,+35.808394°,–86.062404°
2437,TN,Carroll,+35.967896°,–88.451659°
2438,TN,Carter,+36.284744°,–82.126593°
2439,TN,Cheatham,+36.255180°,–87.100816°
2440,TN,Chester,+35.416639°,–88.605505°
2441,TN,Claiborne,+36.501557°,–83.660724°
2442,TN,Clay,+36.545765°,–85.545718°
2443,TN,Cocke,+35.916198°,–83.119223°
2444,TN,Coffee,+35.488759°,–86.078219°
2445,TN,Crockett,+35.811312°,–89.135349°
2446,TN,Cumberland,+35.952398°,–84.994761°
2447,TN,Davidson,+36.169129°,–86.784790°
2448,TN,Decatur,+35.603422°,–88.107384°
2449,TN,DeKalb,+35.982220°,–85.833596°
2450,TN,Dickson,+36.145533°,–87.364155°
2451,TN,Dyer,+36.054196°,–89.398306°
2452,TN,Fayette,+35.196993°,–89.413803°
2453,TN,Fentress,+36.376079°,–84.932703°
2454,TN,Franklin,+35.155926°,–86.099203°
2455,TN,Gibson,+35.991694°,–88.933776°
2456,TN,Giles,+35.202723°,–87.035319°
2457,TN,Grainger,+36.277463°,–83.509493°
2458,TN,Greene,+36.178998°,–82.847746°
2459,TN,Grundy,+35.387273°,–85.722188°
2460,TN,Hamblen,+36.218397°,–83.266071°
2461,TN,Hamilton,+35.159186°,–85.202296°
2462,TN,Hancock,+36.521420°,–83.227453°
2463,TN,Hardeman,+35.218131°,–88.989037°
2464,TN,Hardin,+35.201893°,–88.185696°
2465,TN,Hawkins,+36.452206°,–82.931386°
2466,TN,Haywood,+35.586690°,–89.282536°
2467,TN,Henderson,+35.653995°,–88.387674°
2468,TN,Henry,+36.325398°,–88.300384°
2469,TN,Hickman,+35.802396°,–87.467114°
2470,TN,Houston,+36.285777°,–87.705605°
2471,TN,Humphreys,+36.040440°,–87.790625°
2472,TN,Jackson,+36.354242°,–85.674182°
2473,TN,Jefferson,+36.048479°,–83.440966°
2474,TN,Johnson,+36.453204°,–81.861237°
2475,TN,Knox,+35.992727°,–83.937721°
2476,TN,Lake,+36.333905°,–89.485537°
2477,TN,Lauderdale,+35.762951°,–89.627732°
2478,TN,Lawrence,+35.220476°,–87.396546°
2479,TN,Lewis,+35.523244°,–87.496983°
2480,TN,Lincoln,+35.142532°,–86.593388°
2481,TN,Loudon,+35.737450°,–84.316204°
2482,TN,McMinn,+35.424471°,–84.619963°
2483,TN,McNairy,+35.175626°,–88.564671°
2484,TN,Macon,+36.537838°,–86.001231°
2485,TN,Madison,+35.606056°,–88.833424°
2486,TN,Marion,+35.133422°,–85.618399°
2487,TN,Marshall,+35.468387°,–86.765886°
2488,TN,Maury,+35.615696°,–87.077763°
2489,TN,Meigs,+35.503397°,–84.823888°
2490,TN,Monroe,+35.447666°,–84.249786°
2491,TN,Montgomery,+36.500354°,–87.380887°
2492,TN,Moore,+35.288889°,–86.358684°
2493,TN,Morgan,+36.138697°,–84.639262°
2494,TN,Obion,+36.358175°,–89.150175°
2495,TN,Overton,+36.344850°,–85.283076°
2496,TN,Perry,+35.659785°,–87.877027°
2497,TN,Pickett,+36.559364°,–85.075741°
2498,TN,Polk,+35.109437°,–84.541112°
2499,TN,Putnam,+36.140807°,–85.496928°
2500,TN,Rhea,+35.600587°,–84.949552°
2501,TN,Roane,+35.847472°,–84.523861°
2502,TN,Robertson,+36.527530°,–86.869377°
2503,TN,Rutherford,+35.843369°,–86.417213°
2504,TN,Scott,+36.437239°,–84.498386°
2505,TN,Sequatchie,+35.372335°,–85.410344°
2506,TN,Sevier,+35.791284°,–83.521955°
2507,TN,Shelby,+35.183794°,–89.895397°
2508,TN,Smith,+36.255650°,–85.942078°
2509,TN,Stewart,+36.511756°,–87.851548°
2510,TN,Sullivan,+36.510212°,–82.299397°
2511,TN,Sumner,+36.470015°,–86.458517°
2512,TN,Tipton,+35.500297°,–89.763708°
2513,TN,Trousdale,+36.393030°,–86.156691°
2514,TN,Unicoi,+36.100215°,–82.418245°
2515,TN,Union,+36.284140°,–83.836088°
2516,TN,Van Buren,+35.699245°,–85.458411°
2517,TN,Warren,+35.678282°,–85.777363°
2518,TN,Washington,+36.295665°,–82.495037°
2519,TN,Wayne,+35.242687°,–87.819703°
2520,TN,Weakley,+36.303523°,–88.720785°
2521,TN,White,+35.927062°,–85.455766°
2522,TN,Williamson,+35.894972°,–86.896958°
2523,TN,Wilson,+36.148476°,–86.290210°
2524,TX,Anderson,+31.841266°,–95.661744°
2525,TX,Andrews,+32.312258°,–102.640206°
2526,TX,Angelina,+31.251951°,–94.611056°
2527,TX,Aransas,+28.104225°,–96.977983°
2528,TX,Archer,+33.616305°,–98.687267°
2529,TX,Armstrong,+34.964179°,–101.356636°
2530,TX,Atascosa,+28.894296°,–98.528187°
2531,TX,Austin,+29.891901°,–96.270170°
2532,TX,Bailey,+34.067521°,–102.830345°
2533,TX,Bandera,+29.755748°,–99.260682°
2534,TX,Bastrop,+30.103128°,–97.311859°
2535,TX,Baylor,+33.618172°,–99.197228°
2536,TX,Bee,+28.416077°,–97.742586°
2537,TX,Bell,+31.042110°,–97.481921°
2538,TX,Bexar,+29.448671°,–98.520147°
2539,TX,Blanco,+30.265605°,–98.399977°
2540,TX,Borden,+32.744062°,–101.433033°
2541,TX,Bosque,+31.900764°,–97.637632°
2542,TX,Bowie,+33.446051°,–94.422375°
2543,TX,Brazoria,+29.167818°,–95.434647°
2544,TX,Brazos,+30.656725°,–96.302389°
2545,TX,Brewster,+29.808997°,–103.252458°
2546,TX,Briscoe,+34.525173°,–101.205893°
2547,TX,Brooks,+27.034994°,–98.215276°
2548,TX,Brown,+31.764103°,–98.998470°
2549,TX,Burleson,+30.493487°,–96.622091°
2550,TX,Burnet,+30.789616°,–98.201195°
2551,TX,Caldwell,+29.840422°,–97.631097°
2552,TX,Calhoun,+28.445366°,–96.583300°
2553,TX,Callahan,+32.293150°,–99.372249°
2554,TX,Cameron,+26.102923°,–97.478958°
2555,TX,Camp,+32.974581°,–94.979085°
2556,TX,Carson,+35.405496°,–101.355356°
2557,TX,Cass,+33.083698°,–94.357579°
2558,TX,Castro,+34.533621°,–102.258786°
2559,TX,Chambers,+29.703933°,–94.668875°
2560,TX,Cherokee,+31.843859°,–95.156504°
2561,TX,Childress,+34.529337°,–100.208336°
2562,TX,Clay,+33.785904°,–98.212918°
2563,TX,Cochran,+33.608440°,–102.830449°
2564,TX,Coke,+31.877105°,–100.635236°
2565,TX,Coleman,+31.914205°,–99.346622°
2566,TX,Collin,+33.193885°,–96.578153°
2567,TX,Collingsworth,+34.963358°,–100.272135°
2568,TX,Colorado,+29.595908°,–96.508389°
2569,TX,Comal,+29.803019°,–98.255201°
2570,TX,Comanche,+31.951645°,–98.549617°
2571,TX,Concho,+31.318865°,–99.863648°
2572,TX,Cooke,+33.639169°,–97.210372°
2573,TX,Coryell,+31.391177°,–97.798022°
2574,TX,Cottle,+34.091906°,–100.276442°
2575,TX,Crane,+31.422797°,–102.487774°
2576,TX,Crockett,+30.717532°,–101.404211°
2577,TX,Crosby,+33.609144°,–101.298710°
2578,TX,Culberson,+31.445909°,–104.526945°
2579,TX,Dallam,+36.286370°,–102.594020°
2580,TX,Dallas,+32.766987°,–96.778424°
2581,TX,Dawson,+32.741934°,–101.947322°
2582,TX,Deaf Smith,+34.940766°,–102.607564°
2583,TX,Delta,+33.385933°,–95.673350°
2584,TX,Denton,+33.205005°,–97.119046°
2585,TX,DeWitt,+29.082342°,–97.361656°
2586,TX,Dickens,+33.614666°,–100.786095°
2587,TX,Dimmit,+28.423587°,–99.765871°
2588,TX,Donley,+34.955036°,–100.815846°
2589,TX,Duval,+27.681123°,–98.497393°
2590,TX,Eastland,+32.324645°,–98.836560°
2591,TX,Ector,+31.865301°,–102.542507°
2592,TX,Edwards,+29.985877°,–100.307373°
2593,TX,Ellis,+32.347279°,–96.798336°
2594,TX,El Paso,+31.766403°,–106.241391°
2595,TX,Erath,+32.238136°,–98.222377°
2596,TX,Falls,+31.251930°,–96.934128°
2597,TX,Fannin,+33.591161°,–96.104988°
2598,TX,Fayette,+29.877886°,–96.921231°
2599,TX,Fisher,+32.740473°,–100.403120°
2600,TX,Floyd,+34.073731°,–101.303274°
2601,TX,Foard,+33.980404°,–99.777427°
2602,TX,Fort Bend,+29.526602°,–95.771015°
2603,TX,Franklin,+33.175846°,–95.219066°
2604,TX,Freestone,+31.701654°,–96.144237°
2605,TX,Frio,+28.869334°,–99.108788°
2606,TX,Gaines,+32.743942°,–102.631562°
2607,TX,Galveston,+29.228706°,–94.894865°
2608,TX,Garza,+33.183792°,–101.301134°
2609,TX,Gillespie,+30.326390°,–98.942106°
2610,TX,Glasscock,+31.868591°,–101.528971°
2611,TX,Goliad,+28.660700°,–97.430415°
2612,TX,Gonzales,+29.468704°,–97.477738°
2613,TX,Gray,+35.402542°,–100.812374°
2614,TX,Grayson,+33.624508°,–96.675699°
2615,TX,Gregg,+32.486397°,–94.816276°
2616,TX,Grimes,+30.543231°,–95.988082°
2617,TX,Guadalupe,+29.583208°,–97.949027°
2618,TX,Hale,+34.068436°,–101.822888°
2619,TX,Hall,+34.453189°,–100.576343°
2620,TX,Hamilton,+31.706982°,–98.111794°
2621,TX,Hansford,+36.272847°,–101.356930°
2622,TX,Hardeman,+34.289904°,–99.745697°
2623,TX,Hardin,+30.329612°,–94.393149°
2624,TX,Harris,+29.857273°,–95.393037°
2625,TX,Harrison,+32.547993°,–94.374425°
2626,TX,Hartley,+35.840244°,–102.610047°
2627,TX,Haskell,+33.175965°,–99.730773°
2628,TX,Hays,+30.061225°,–98.029267°
2629,TX,Hemphill,+35.816237°,–100.284807°
2630,TX,Henderson,+32.211633°,–95.853418°
2631,TX,Hidalgo,+26.396384°,–98.180990°
2632,TX,Hill,+31.982240°,–97.129886°
2633,TX,Hockley,+33.605932°,–102.343398°
2634,TX,Hood,+32.430149°,–97.831677°
2635,TX,Hopkins,+33.148959°,–95.565194°
2636,TX,Houston,+31.323036°,–95.421600°
2637,TX,Howard,+32.303583°,–101.438530°
2638,TX,Hudspeth,+31.450868°,–105.377549°
2639,TX,Hunt,+33.123438°,–96.083807°
2640,TX,Hutchinson,+35.837047°,–101.362746°
2641,TX,Irion,+31.303424°,–100.981304°
2642,TX,Jack,+33.232277°,–98.171902°
2643,TX,Jackson,+28.959802°,–96.589080°
2644,TX,Jasper,+30.752932°,–94.022294°
2645,TX,Jeff Davis,+30.617087°,–104.187860°
2646,TX,Jefferson,+29.854000°,–94.149331°
2647,TX,Jim Hogg,+27.041212°,–98.700127°
2648,TX,Jim Wells,+27.733516°,–98.090814°
2649,TX,Johnson,+32.379511°,–97.364823°
2650,TX,Jones,+32.743709°,–99.874430°
2651,TX,Karnes,+28.907618°,–97.860767°
2652,TX,Kaufman,+32.598944°,–96.288378°
2653,TX,Kendall,+29.944524°,–98.711094°
2654,TX,Kenedy,+26.890232°,–97.591233°
2655,TX,Kent,+33.184780°,–100.769720°
2656,TX,Kerr,+30.053928°,–99.351968°
2657,TX,Kimble,+30.479472°,–99.746396°
2658,TX,King,+33.614159°,–100.250548°
2659,TX,Kinney,+29.347087°,–100.417700°
2660,TX,Kleberg,+27.438735°,–97.660620°
2661,TX,Knox,+33.616657°,–99.747112°
2662,TX,Lamar,+33.667263°,–95.570348°
2663,TX,Lamb,+34.068862°,–102.348018°
2664,TX,Lampasas,+31.196731°,–98.240889°
2665,TX,La Salle,+28.351098°,–99.096774°
2666,TX,Lavaca,+29.382578°,–96.923633°
2667,TX,Lee,+30.321105°,–96.976365°
2668,TX,Leon,+31.300493°,–95.995622°
2669,TX,Liberty,+30.162189°,–94.822682°
2670,TX,Limestone,+31.547543°,–96.593623°
2671,TX,Lipscomb,+36.280200°,–100.272683°
2672,TX,Live Oak,+28.351535°,–98.126961°
2673,TX,Llano,+30.707585°,–98.684690°
2674,TX,Loving,+31.844936°,–103.561229°
2675,TX,Lubbock,+33.611469°,–101.819944°
2676,TX,Lynn,+33.178412°,–101.818493°
2677,TX,McCulloch,+31.205477°,–99.359856°
2678,TX,McLennan,+31.549493°,–97.201472°
2679,TX,McMullen,+28.384922°,–98.578853°
2680,TX,Madison,+30.966878°,–95.930372°
2681,TX,Marion,+32.797757°,–94.357673°
2682,TX,Martin,+32.309830°,–101.961836°
2683,TX,Mason,+30.703232°,–99.237608°
2684,TX,Matagorda,+28.783341°,–95.997755°
2685,TX,Maverick,+28.745217°,–100.311368°
2686,TX,Medina,+29.353661°,–99.111085°
2687,TX,Menard,+30.883707°,–99.854936°
2688,TX,Midland,+31.870896°,–102.024326°
2689,TX,Milam,+30.791242°,–96.984395°
2690,TX,Mills,+31.494889°,–98.594623°
2691,TX,Mitchell,+32.303781°,–100.924580°
2692,TX,Montague,+33.676289°,–97.724747°
2693,TX,Montgomery,+30.302364°,–95.503523°
2694,TX,Moore,+35.835676°,–101.890502°
2695,TX,Morris,+33.116466°,–94.731265°
2696,TX,Motley,+34.058383°,–100.793696°
2697,TX,Nacogdoches,+31.620560°,–94.620250°
2698,TX,Navarro,+32.048450°,–96.476908°
2699,TX,Newton,+30.786718°,–93.739250°
2700,TX,Nolan,+32.312338°,–100.418108°
2701,TX,Nueces,+27.739406°,–97.521643°
2702,TX,Ochiltree,+36.278744°,–100.815864°
2703,TX,Oldham,+35.401921°,–102.597620°
2704,TX,Orange,+30.120918°,–93.893358°
2705,TX,Palo Pinto,+32.752210°,–98.317974°
2706,TX,Panola,+32.163978°,–94.305156°
2707,TX,Parker,+32.777096°,–97.805905°
2708,TX,Parmer,+34.532163°,–102.784853°
2709,TX,Pecos,+30.770894°,–102.719860°
2710,TX,Polk,+30.784553°,–94.837338°
2711,TX,Potter,+35.398675°,–101.893804°
2712,TX,Presidio,+30.005891°,–104.261619°
2713,TX,Rains,+32.870580°,–95.795440°
2714,TX,Randall,+34.962529°,–101.895547°
2715,TX,Reagan,+31.372895°,–101.513901°
2716,TX,Real,+29.823030°,–99.805303°
2717,TX,Red River,+33.619626°,–95.048429°
2718,TX,Reeves,+31.308366°,–103.712706°
2719,TX,Refugio,+28.312496°,–97.160479°
2720,TX,Roberts,+35.836216°,–100.807555°
2721,TX,Robertson,+31.025481°,–96.514941°
2722,TX,Rockwall,+32.889216°,–96.407501°
2723,TX,Runnels,+31.833311°,–99.967856°
2724,TX,Rusk,+32.109423°,–94.756382°
2725,TX,Sabine,+31.343300°,–93.851913°
2726,TX,San Augustine,+31.382449°,–94.163180°
2727,TX,San Jacinto,+30.574218°,–95.162852°
2728,TX,San Patricio,+28.011782°,–97.517165°
2729,TX,San Saba,+31.155138°,–98.819292°
2730,TX,Schleicher,+30.896233°,–100.527216°
2731,TX,Scurry,+32.744462°,–100.913399°
2732,TX,Shackelford,+32.743788°,–99.347045°
2733,TX,Shelby,+31.790137°,–94.142565°
2734,TX,Sherman,+36.277628°,–101.894716°
2735,TX,Smith,+32.377093°,–95.269630°
2736,TX,Somervell,+32.217942°,–97.769211°
2737,TX,Starr,+26.546335°,–98.715803°
2738,TX,Stephens,+32.731531°,–98.840081°
2739,TX,Sterling,+31.835774°,–101.054911°
2740,TX,Stonewall,+33.179580°,–100.253807°
2741,TX,Sutton,+30.517865°,–100.505395°
2742,TX,Swisher,+34.530460°,–101.732852°
2743,TX,Tarrant,+32.772040°,–97.291291°
2744,TX,Taylor,+32.295684°,–99.893220°
2745,TX,Terrell,+30.232332°,–102.072539°
2746,TX,Terry,+33.171229°,–102.339284°
2747,TX,Throckmorton,+33.170712°,–99.206137°
2748,TX,Titus,+33.214599°,–94.966783°
2749,TX,Tom Green,+31.401583°,–100.461355°
2750,TX,Travis,+30.239513°,–97.691270°
2751,TX,Trinity,+31.087483°,–95.153291°
2752,TX,Tyler,+30.769579°,–94.379449°
2753,TX,Upshur,+32.735878°,–94.941649°
2754,TX,Upton,+31.353849°,–102.042013°
2755,TX,Uvalde,+29.350340°,–99.761074°
2756,TX,Val Verde,+29.884961°,–101.146646°
2757,TX,Van Zandt,+32.558948°,–95.836391°
2758,TX,Victoria,+28.796370°,–96.971198°
2759,TX,Walker,+30.743090°,–95.569888°
2760,TX,Waller,+30.013578°,–95.982102°
2761,TX,Ward,+31.513069°,–103.105113°
2762,TX,Washington,+30.215075°,–96.410272°
2763,TX,Webb,+27.770584°,–99.326641°
2764,TX,Wharton,+29.278481°,–96.229675°
2765,TX,Wheeler,+35.392593°,–100.253107°
2766,TX,Wichita,+33.991103°,–98.716851°
2767,TX,Wilbarger,+34.084920°,–99.242440°
2768,TX,Willacy,+26.481092°,–97.584224°
2769,TX,Williamson,+30.649030°,–97.605069°
2770,TX,Wilson,+29.174303°,–98.085899°
2771,TX,Winkler,+31.831416°,–103.055986°
2772,TX,Wise,+33.219095°,–97.653997°
2773,TX,Wood,+32.783588°,–95.382166°
2774,TX,Yoakum,+33.172397°,–102.823771°
2775,TX,Young,+33.158787°,–98.678267°
2776,TX,Zapata,+26.996981°,–99.182603°
2777,TX,Zavala,+28.864652°,–99.759830°
2778,UT,Beaver,+38.357535°,–113.238948°
2779,UT,Box Elder,+41.476021°,–113.052922°
2780,UT,Cache,+41.734225°,–111.744581°
2781,UT,Carbon,+39.670050°,–110.590357°
2782,UT,Daggett,+40.890099°,–109.505786°
2783,UT,Davis,+41.037045°,–112.202123°
2784,UT,Duchesne,+40.289649°,–110.429830°
2785,UT,Emery,+39.009028°,–110.721111°
2786,UT,Garfield,+37.831622°,–111.450886°
2787,UT,Grand,+38.974326°,–109.573450°
2788,UT,Iron,+37.882727°,–113.290059°
2789,UT,Juab,+39.710827°,–112.794262°
2790,UT,Kane,+37.275118°,–111.815413°
2791,UT,Millard,+39.094540°,–113.525014°
2792,UT,Morgan,+41.091027°,–111.577885°
2793,UT,Piute,+38.335881°,–112.129376°
2794,UT,Rich,+41.627598°,–111.240227°
2795,UT,Salt Lake,+40.667882°,–111.924244°
2796,UT,San Juan,+37.623064°,–109.789320°
2797,UT,Sanpete,+39.380588°,–111.570451°
2798,UT,Sevier,+38.746825°,–111.811930°
2799,UT,Summit,+40.872060°,–110.968486°
2800,UT,Tooele,+40.467692°,–113.124015°
2801,UT,Uintah,+40.125887°,–109.517748°
2802,UT,Utah,+40.120409°,–111.668667°
2803,UT,Wasatch,+40.334884°,–111.161568°
2804,UT,Washington,+37.262531°,–113.487800°
2805,UT,Wayne,+38.261229°,–110.990323°
2806,UT,Weber,+41.270355°,–111.875879°
2807,VT,Addison,+44.031248°,–73.141581°
2808,VT,Bennington,+43.035325°,–73.111460°
2809,VT,Caledonia,+44.468791°,–72.112168°
2810,VT,Chittenden,+44.460676°,–73.070525°
2811,VT,Essex,+44.724021°,–71.732736°
2812,VT,Franklin,+44.858964°,–72.909402°
2813,VT,Grand Isle,+44.801788°,–73.300758°
2814,VT,Lamoille,+44.603504°,–72.638356°
2815,VT,Orange,+44.003392°,–72.369687°
2816,VT,Orleans,+44.828442°,–72.251630°
2817,VT,Rutland,+43.580844°,–73.038196°
2818,VT,Washington,+44.274953°,–72.609475°
